article_uuid,SDG ID
a05ff3cd-bbc5-4794-a700-a5cdc5612fa9,17
a05ff3cd-bbc5-4794-a700-a5cdc5612fa9,16
a05ff3cd-bbc5-4794-a700-a5cdc5612fa9,10
2c41a77b-52c3-4804-88a6-9b092efd8554,4
2c41a77b-52c3-4804-88a6-9b092efd8554,17
2c41a77b-52c3-4804-88a6-9b092efd8554,8
07887fdd-163a-47a8-b007-bbf0a7002d0e,17
11f653f8-e8a0-4efb-aa71-e75c734da12f,17
ec28e3ea-a446-4572-b905-e83c5a029f63,17
20d8bd1f-aa01-4dbc-bf03-fa0f5b3265d8,17
4673aedb-f00b-457b-8806-c3bb05a44dfa,17
4673aedb-f00b-457b-8806-c3bb05a44dfa,10
4673aedb-f00b-457b-8806-c3bb05a44dfa,1
6f7b64d7-c6a4-4fad-80be-27184892167e,17
6f7b64d7-c6a4-4fad-80be-27184892167e,11
a05832bd-c9b3-457b-a75d-9a37ee18e249,17
d3d5c287-8f99-46f6-83c9-88068d72c9af,16
d3d5c287-8f99-46f6-83c9-88068d72c9af,17
b3f4e373-ad57-40a5-a4b4-7190d23e6bc1,16
b3f4e373-ad57-40a5-a4b4-7190d23e6bc1,17
ca1c95b0-25e0-40a6-8f12-747925ceebb4,17
d81d6d39-6988-4f54-b13e-791e15d6fa59,17
b6ff417c-a341-46f9-b2cb-e744770ffe5b,5
b6ff417c-a341-46f9-b2cb-e744770ffe5b,17
b6ff417c-a341-46f9-b2cb-e744770ffe5b,10
f93ee342-ee1c-4c54-883a-51935afabaec,17
c13d0ad4-32d2-4c37-9627-91887ed8503e,4
62a58019-6b34-42d4-bbbb-79721c7b436f,10
62a58019-6b34-42d4-bbbb-79721c7b436f,4
62a58019-6b34-42d4-bbbb-79721c7b436f,5
2237afaf-5687-43fa-bb63-24e2103de6ce,10
2237afaf-5687-43fa-bb63-24e2103de6ce,5
4c04f18e-8fb4-488c-b104-901b745f9331,5
4c04f18e-8fb4-488c-b104-901b745f9331,10
f1746cef-7385-43ef-88de-1c74ec8e859e,8
f1746cef-7385-43ef-88de-1c74ec8e859e,10
11dc1fc7-c44e-4f40-ab7a-c42fab2fc8bc,16
11dc1fc7-c44e-4f40-ab7a-c42fab2fc8bc,17
d6cf077b-7fcb-4f1f-89b3-1ef95a4df2a7,8
d6cf077b-7fcb-4f1f-89b3-1ef95a4df2a7,1
d6cf077b-7fcb-4f1f-89b3-1ef95a4df2a7,10
6204f759-e518-4493-a301-12e8cc92619b,9
14f1a404-5266-424f-932f-36295f70f374,1
14f1a404-5266-424f-932f-36295f70f374,10
14f1a404-5266-424f-932f-36295f70f374,8
590dbb74-0b5a-436b-9fe4-09877bf37f67,8
590dbb74-0b5a-436b-9fe4-09877bf37f67,9
06818237-9ed7-42da-a3d6-0bfbc3fc3602,17
af33ef3b-133a-4ab2-ad9c-851007df06d2,8
af33ef3b-133a-4ab2-ad9c-851007df06d2,10
af33ef3b-133a-4ab2-ad9c-851007df06d2,9
f3405841-c91e-4419-902c-4dbd6598ab61,16
d5a7be9d-494c-4853-adec-6c1539ab2c2c,12
d5a7be9d-494c-4853-adec-6c1539ab2c2c,11
d5a7be9d-494c-4853-adec-6c1539ab2c2c,13
ce9a4bb9-d44e-40d8-a9d2-22ab019d6a13,13
ce9a4bb9-d44e-40d8-a9d2-22ab019d6a13,10
ce9a4bb9-d44e-40d8-a9d2-22ab019d6a13,12
4bdecfa7-44a9-4ce5-9c8b-e17d6eb7768d,9
4bdecfa7-44a9-4ce5-9c8b-e17d6eb7768d,16
4bdecfa7-44a9-4ce5-9c8b-e17d6eb7768d,8
b6654892-99ef-439e-9386-abe4d8b4fd2b,12
b6654892-99ef-439e-9386-abe4d8b4fd2b,11
b3398a47-9719-4d37-a9c8-594d2e0730f7,7
b3398a47-9719-4d37-a9c8-594d2e0730f7,9
dc31a5e5-a0a8-4ab6-b393-5c5a2bc69bb7,3
0b573bc8-fea2-4549-88cb-a07d49201325,6
0b573bc8-fea2-4549-88cb-a07d49201325,2
b6268bdc-c4e0-4098-890b-6eab0637e5a7,3
e163c3ba-3ab3-470e-b02c-4d9c93db9336,7
e163c3ba-3ab3-470e-b02c-4d9c93db9336,9
e163c3ba-3ab3-470e-b02c-4d9c93db9336,13
245fffc6-fc23-4abc-b555-423cca7b94d6,3
a459e3ec-3967-4252-b8e4-594c2b92af6b,3
50ba0f35-8439-4ea8-a987-4f7191564f98,6
50ba0f35-8439-4ea8-a987-4f7191564f98,10
50ba0f35-8439-4ea8-a987-4f7191564f98,2
d90d604e-b901-45df-b1ef-afb6886c8b44,2
d90d604e-b901-45df-b1ef-afb6886c8b44,3
d90d604e-b901-45df-b1ef-afb6886c8b44,1
fdf74069-c399-4097-b95a-dd9d6be0d25b,3
8c014a98-9dc9-4883-b6a3-0cab8e230753,3
8c014a98-9dc9-4883-b6a3-0cab8e230753,8
cad0fd23-930e-48d6-91ac-2c752b7e4096,13
cad0fd23-930e-48d6-91ac-2c752b7e4096,3
d3585676-9d94-43cc-afd7-2f8e5fcd8541,3
d3585676-9d94-43cc-afd7-2f8e5fcd8541,13
933267af-90cb-4939-a2e7-84087d249a1f,9
933267af-90cb-4939-a2e7-84087d249a1f,8
f8810ab7-230f-4c1c-b932-d79d59f67bdc,3
f8810ab7-230f-4c1c-b932-d79d59f67bdc,13
eb22b10f-a07a-422b-9128-6851baffdaef,2
eb22b10f-a07a-422b-9128-6851baffdaef,1
eb22b10f-a07a-422b-9128-6851baffdaef,3
5871912d-bfc9-4adf-9c4a-9d7cd1917ff0,12
5871912d-bfc9-4adf-9c4a-9d7cd1917ff0,1
d159009f-7ec1-457a-9de0-a086c7fb33d2,1
d159009f-7ec1-457a-9de0-a086c7fb33d2,10
d159009f-7ec1-457a-9de0-a086c7fb33d2,12
ee876959-c7f2-4074-b35a-27a40a901cf4,10
ee876959-c7f2-4074-b35a-27a40a901cf4,4
efc8c0da-0d6e-4ad9-8c32-18f80a9e1cfa,17
efc8c0da-0d6e-4ad9-8c32-18f80a9e1cfa,16
f08ab8bc-1d3b-4a47-9cdb-61cbd227d1f2,3
f08ab8bc-1d3b-4a47-9cdb-61cbd227d1f2,9
a185a5cc-f282-42bf-bd6f-238457d2d38b,3
a185a5cc-f282-42bf-bd6f-238457d2d38b,8
1056cecc-6cdf-43a4-8e5f-1d809d28b18f,3
1056cecc-6cdf-43a4-8e5f-1d809d28b18f,10
b5d870c9-2f1c-46a2-8a07-7ed79f640c01,3
b5d870c9-2f1c-46a2-8a07-7ed79f640c01,10
b1ee50fe-d5fb-49b2-aafb-c4ecb07091be,3
b1ee50fe-d5fb-49b2-aafb-c4ecb07091be,8
025e0d9e-da02-4834-b633-3b6155f55603,3
05c3af7b-2f8e-43f0-8f03-a53baa4225c9,3
05c3af7b-2f8e-43f0-8f03-a53baa4225c9,8
8ef8c981-0643-430d-9769-37ffd3db32e6,12
8b2a8cd1-1a5d-40b7-9395-d4c29f17b0ff,3
8b2a8cd1-1a5d-40b7-9395-d4c29f17b0ff,9
ae7d98f3-ed8f-40ce-93f4-b9e5263f5091,9
ae7d98f3-ed8f-40ce-93f4-b9e5263f5091,3
a0839827-407c-494a-809b-32971918cc98,3
a0839827-407c-494a-809b-32971918cc98,9
a0839827-407c-494a-809b-32971918cc98,12
e84dcffd-5024-4201-9e7f-611db3cd00cc,3
e84dcffd-5024-4201-9e7f-611db3cd00cc,17
1951816b-58c7-4c4c-b7ed-928cf800f141,3
1951816b-58c7-4c4c-b7ed-928cf800f141,11
a8887d69-a43f-42ce-88f1-69e0ef6fbf14,12
dbc0ca77-8a64-4fcf-a375-782dbf49c6c2,3
dbc0ca77-8a64-4fcf-a375-782dbf49c6c2,9
96915e5a-d570-46ee-8417-25e53a9d1f2b,3
96915e5a-d570-46ee-8417-25e53a9d1f2b,9
9124b8ae-6bf7-40ed-82cb-c6142c5c04c8,3
b42d660e-76bf-4f00-a8cc-ee87fc48b932,17
b42d660e-76bf-4f00-a8cc-ee87fc48b932,10
b42d660e-76bf-4f00-a8cc-ee87fc48b932,8
ea5b29f7-6931-4bec-86e8-66f1183edafc,12
ea5b29f7-6931-4bec-86e8-66f1183edafc,17
ea5b29f7-6931-4bec-86e8-66f1183edafc,13
54e8735b-a101-48a0-b2c3-032db910036f,9
54e8735b-a101-48a0-b2c3-032db910036f,8
1ab0ab38-2b4f-4a18-a7bd-092de7c19e42,5
88a30dd5-199b-42b3-ac3d-94516170d239,5
ee86cb81-a1de-474e-b3f3-c17d32c65e21,3
a9dd357e-6436-4f6d-b81e-c8e0f2e84d89,12
a9dd357e-6436-4f6d-b81e-c8e0f2e84d89,3
58daf8c3-8e86-40a5-8a08-437ce021ab8e,10
734652f6-e38d-4ca3-a5c5-7c143d311f94,5
734652f6-e38d-4ca3-a5c5-7c143d311f94,12
734652f6-e38d-4ca3-a5c5-7c143d311f94,10
8c8d0458-1f58-4bfc-a120-abfce6a150c8,5
3ac9283a-bbce-4e21-b469-e57b9c9760a2,5
3ac9283a-bbce-4e21-b469-e57b9c9760a2,10
f2dbfd1e-c338-43fc-963e-cc1f01a8163d,5
f2dbfd1e-c338-43fc-963e-cc1f01a8163d,10
e51364e3-c9ab-4d9d-9dd3-c3655004ee52,8
e51364e3-c9ab-4d9d-9dd3-c3655004ee52,9
5e886184-a334-4820-86de-d5964a5abf79,11
5e886184-a334-4820-86de-d5964a5abf79,7
5e886184-a334-4820-86de-d5964a5abf79,13
d97fb04e-135e-4109-86ca-86e54695f4af,3
8c0a6b78-e102-4e35-9ad6-bc597ee13720,16
8c0a6b78-e102-4e35-9ad6-bc597ee13720,8
b9662b95-5382-421e-9bb1-896d28595ef7,16
321719c7-6ad6-48b9-93e3-4f02e63660b0,16
0b75ccf3-78bc-42ec-926a-1fce04e320cd,10
d00b05d0-95a0-48cf-b20b-210186683b80,8
ef78ef32-ff3f-4e7d-b5ac-84ce1fa2fa3c,17
ef78ef32-ff3f-4e7d-b5ac-84ce1fa2fa3c,10
ef78ef32-ff3f-4e7d-b5ac-84ce1fa2fa3c,1
ea8718e4-2248-4f4d-bc12-062a7925a975,17
ea8718e4-2248-4f4d-bc12-062a7925a975,8
0efbd219-2bd9-420e-9886-b0cf7cbfc8f6,17
0efbd219-2bd9-420e-9886-b0cf7cbfc8f6,10
96d3d17d-88b0-4337-8ca1-b5ef330893d2,10
96d3d17d-88b0-4337-8ca1-b5ef330893d2,17
6a277b8a-f87f-4079-aac9-724309b0f625,3
9d1501c7-99df-48dd-b390-7a3d2eabdd7e,3
9d1501c7-99df-48dd-b390-7a3d2eabdd7e,17
3cb7b12d-50fc-4923-a616-337be3a5e892,3
869fbfd6-8fcd-4c16-b4b4-86aea2965e91,3
fd9be4a0-23b8-4f29-87f9-22d474685118,3
d0960b16-12d9-4c83-808a-f7c7695ee922,12
049bc254-3fb0-4b3d-ab87-1850c7622690,9
049bc254-3fb0-4b3d-ab87-1850c7622690,12
2f492ada-5f6d-429e-90e0-d27ad3c07e5d,9
2f492ada-5f6d-429e-90e0-d27ad3c07e5d,8
0ec62fca-d19f-46b1-b7e9-c3a39bf0a915,9
0ec62fca-d19f-46b1-b7e9-c3a39bf0a915,8
2b8d7c73-c5e3-4dbe-9949-0a426ff88464,9
0c00beb9-bc42-42b0-bf19-84d291d65774,8
0c00beb9-bc42-42b0-bf19-84d291d65774,9
df6a1314-0cab-4fa7-b578-a005d616d198,8
df6a1314-0cab-4fa7-b578-a005d616d198,9
75b6353c-0b42-4694-b264-82adec427f91,3
0105b6c8-fff6-47ce-869a-d7005b1c7af6,16
447ecd73-81f6-4357-9488-e630d464f93c,9
c572454f-0861-448c-b484-f8d9a4f15d88,4
233effa4-68d2-4cdc-97ee-00ecbde63f06,3
dbc66e09-9cf1-4a63-8d09-f2c773fe2dc8,13
dbc66e09-9cf1-4a63-8d09-f2c773fe2dc8,12
dbc66e09-9cf1-4a63-8d09-f2c773fe2dc8,9
19eb301f-8425-445c-9820-a93106539074,9
19eb301f-8425-445c-9820-a93106539074,8
6628eb6b-30db-46c6-b470-94542526f9b8,9
6628eb6b-30db-46c6-b470-94542526f9b8,8
3f572bbb-508b-4828-9f65-3b6329cfef28,2
3f572bbb-508b-4828-9f65-3b6329cfef28,9
3f572bbb-508b-4828-9f65-3b6329cfef28,1
9c27ddb9-298f-4b25-8379-a83088ee1a6b,9
9c27ddb9-298f-4b25-8379-a83088ee1a6b,8
9c27ddb9-298f-4b25-8379-a83088ee1a6b,1
4158d776-fad1-4d60-ad76-479ea472a685,9
4158d776-fad1-4d60-ad76-479ea472a685,17
4158d776-fad1-4d60-ad76-479ea472a685,8
385bb615-a309-429f-88ea-bb898f381036,9
385bb615-a309-429f-88ea-bb898f381036,8
865a24f7-257e-4249-a960-e51c8ca4dbf6,9
865a24f7-257e-4249-a960-e51c8ca4dbf6,8
e88f0d02-cd33-42f7-905e-4d538c90e45a,9
e88f0d02-cd33-42f7-905e-4d538c90e45a,8
e88f0d02-cd33-42f7-905e-4d538c90e45a,17
92d6c055-a8f6-4ba0-9d01-7c4c41414810,16
d1dc727f-7bd5-465a-a9ef-b170dc47c738,13
d1dc727f-7bd5-465a-a9ef-b170dc47c738,12
66e60298-ea98-4e6f-84e0-5903a9dd27c6,8
5433218c-7a5f-4c40-aa1c-a3074985bb26,16
ab5758d8-e9bf-4a1e-85d8-155ddedb309c,5
ab5758d8-e9bf-4a1e-85d8-155ddedb309c,3
6de7ae92-f05b-405e-b571-3c6a68ff4d63,3
6de7ae92-f05b-405e-b571-3c6a68ff4d63,10
a0712da9-0452-4365-b7c1-231ab730b409,3
a0712da9-0452-4365-b7c1-231ab730b409,10
792c02da-04ed-4e3d-88d4-446764ef8709,10
792c02da-04ed-4e3d-88d4-446764ef8709,5
22504f29-17ab-430e-9e00-b67853091009,3
22504f29-17ab-430e-9e00-b67853091009,9
a67cc4a7-4169-49aa-8b42-eff318cf4582,3
a67cc4a7-4169-49aa-8b42-eff318cf4582,9
880186b5-339a-4197-8e72-e2415a7ff58f,3
880186b5-339a-4197-8e72-e2415a7ff58f,9
0a3e22b6-e78c-4817-84b6-f1c6c47d32c0,3
0a3e22b6-e78c-4817-84b6-f1c6c47d32c0,9
828b9d3b-9455-41ec-94b1-c89913bea42a,3
0006a6e9-df39-44be-87b7-ba4e351ee36b,3
b2d30e43-fef9-476d-9952-081e203bd644,3
8978e2a8-ff8e-4af9-b120-303b008e208f,3
931de112-617e-4e44-a010-3041158620fd,3
931de112-617e-4e44-a010-3041158620fd,11
9861e4fc-e009-48f6-8dc9-3dcd6af1e4de,16
b0166bb2-360f-4273-ad4e-063dbe7d9eae,3
9b5aa4d8-79e5-464d-a0f3-d36303864012,16
a8c2c2ec-384a-463d-b1ec-f91d2d2ace6e,9
b58ffab2-a59b-47e7-b479-745a368ef51e,9
b58ffab2-a59b-47e7-b479-745a368ef51e,8
b58ffab2-a59b-47e7-b479-745a368ef51e,17
5e58e1b9-6b91-4005-966f-efdd08ee936b,8
89599101-244a-41de-8148-9075eaf80a9a,12
89599101-244a-41de-8148-9075eaf80a9a,9
c52ddd64-9c9b-4a34-9e51-c16d053786fc,13
c52ddd64-9c9b-4a34-9e51-c16d053786fc,12
c52ddd64-9c9b-4a34-9e51-c16d053786fc,7
7884df01-680b-4c8b-931d-c24bd2dd8e14,10
7884df01-680b-4c8b-931d-c24bd2dd8e14,8
ca6bcd5d-9897-49bd-ab14-44648607fd4f,3
ca6bcd5d-9897-49bd-ab14-44648607fd4f,12
e68f56e1-fb33-4e2a-8276-06a40311fd55,3
434e1adb-1596-4498-bb1d-afd5e8e59e88,3
434e1adb-1596-4498-bb1d-afd5e8e59e88,4
434e1adb-1596-4498-bb1d-afd5e8e59e88,9
8e72f82d-4ec2-4f69-b4c0-759c05c57cb5,8
4365263f-cab4-482f-aa7e-8ad1a446838f,3
7c0587a1-d5fa-4e45-a7da-aa9d151d2cc4,4
c38a3ddc-a7da-4c56-b49a-d43f67c74167,4
e911429b-b4c3-49ab-b8af-067a685b5ec3,1
e911429b-b4c3-49ab-b8af-067a685b5ec3,3
e911429b-b4c3-49ab-b8af-067a685b5ec3,10
0dcedf54-335f-4eaf-a66a-468b19fe2951,8
0dcedf54-335f-4eaf-a66a-468b19fe2951,1
e90cad97-a271-40c2-8dc4-7f1d4fcb93d4,3
e90cad97-a271-40c2-8dc4-7f1d4fcb93d4,9
21377f94-0f90-4583-9c0c-be003a249e81,1
21377f94-0f90-4583-9c0c-be003a249e81,8
21377f94-0f90-4583-9c0c-be003a249e81,10
33b37a97-f581-40f6-aa75-a1221978ac83,12
c7553c40-8758-4a7c-961e-eee7f401145f,10
7c8d53ed-4375-402b-987d-4442f42efeb9,4
7c8d53ed-4375-402b-987d-4442f42efeb9,12
81d6f4f9-68d5-4566-b467-ec2d319f0b95,8
81d6f4f9-68d5-4566-b467-ec2d319f0b95,9
cae9c635-5e47-42cf-8473-f62a905fa9a4,8
cae9c635-5e47-42cf-8473-f62a905fa9a4,16
691282d8-49ba-4199-a701-499b40fecb57,3
691282d8-49ba-4199-a701-499b40fecb57,11
691282d8-49ba-4199-a701-499b40fecb57,12
463b68ac-239b-4c07-989c-2abab2466a53,8
463b68ac-239b-4c07-989c-2abab2466a53,10
d7f7953e-b768-4e3f-9bbb-44d5bf0902c0,12
76757db9-e54d-4511-8de1-6bcf15139e16,16
6ea0caa3-91c9-4838-b845-164331d9a78c,5
18e35989-df77-4e03-a1b4-ca67d74aa816,5
109e06cc-91d7-4445-a958-7b3f9f9035c8,3
109e06cc-91d7-4445-a958-7b3f9f9035c8,5
109e06cc-91d7-4445-a958-7b3f9f9035c8,4
4b08aea9-2449-4d6b-aec8-187c4a7db96a,4
4b08aea9-2449-4d6b-aec8-187c4a7db96a,9
280259a8-7eb3-4585-9611-19e2900723b0,4
06a49c0f-4b1a-44de-b31f-0aa741410c59,3
b73b402c-c23e-445f-813a-a46622d21cb0,3
a720ab32-235f-4267-8d00-7dc801681fe7,3
ca87594e-7c1c-4d47-a3b9-60df592e38c7,3
70309c51-cebe-49f2-82fa-b6e71c92d3c4,3
e77376af-22ee-4595-be6a-80240696d78d,3
078875e8-9430-49ff-b9a6-c09a29fb6540,3
078875e8-9430-49ff-b9a6-c09a29fb6540,9
ddc1e804-3f39-4f8e-bffc-44219e79590a,3
5d3f8de0-4e02-4347-b3f8-a20aeacfadc5,3
671b2a94-0c36-4dc5-82f2-d65f62b1793d,3
e2a5e93f-9ff6-4f9a-bf04-19bcb93f48e4,10
e2a5e93f-9ff6-4f9a-bf04-19bcb93f48e4,16
57f121ae-81b0-4875-ac2c-cad3014ddec3,10
d72be2c1-9d74-4024-94fa-46f444e784f1,16
d72be2c1-9d74-4024-94fa-46f444e784f1,10
d72be2c1-9d74-4024-94fa-46f444e784f1,17
76d49d55-9bc6-4461-9af2-0e826d34a7a0,16
57f2f36a-c0aa-48c3-8813-39f0e8d45a92,16
57f2f36a-c0aa-48c3-8813-39f0e8d45a92,17
57f2f36a-c0aa-48c3-8813-39f0e8d45a92,10
55881ddc-2bb2-494c-a181-50c7f3d5d14f,8
ba490820-1096-4d41-921e-3a8a413535e6,16
e8338efc-9786-4d42-88a0-c9253c863c59,16
2ef5c411-e5c8-4760-967f-12663714fa14,10
2ef5c411-e5c8-4760-967f-12663714fa14,16
ca67ae19-d9b6-494e-8a60-f41e5207d9e9,5
ca67ae19-d9b6-494e-8a60-f41e5207d9e9,4
ca67ae19-d9b6-494e-8a60-f41e5207d9e9,10
16c3808e-f535-46ba-bb08-af52593dd52b,10
16c3808e-f535-46ba-bb08-af52593dd52b,5
ad94e077-35dc-4ef6-862f-105150b8ad06,5
ad94e077-35dc-4ef6-862f-105150b8ad06,10
e0e253ee-74a6-49f1-b7a0-ac1ca89b1778,16
36f3aa41-2138-4651-8eea-aadfe37e3aca,5
36f3aa41-2138-4651-8eea-aadfe37e3aca,16
36f3aa41-2138-4651-8eea-aadfe37e3aca,10
8d12f572-5195-4180-bf73-f9f36e003257,16
8d12f572-5195-4180-bf73-f9f36e003257,10
6f135920-2271-4109-b7bf-6c152262336c,10
6f135920-2271-4109-b7bf-6c152262336c,16
754c48f3-b1e2-44cf-a218-546f72a69e38,10
09634211-b5e3-4bdb-8d52-2562400fb75e,16
95453aff-958e-46ca-b3f2-2f13ca7e3aaa,16
8581a354-5c1f-4b01-aedf-7281b9c12806,10
8581a354-5c1f-4b01-aedf-7281b9c12806,12
72474291-7604-4ed6-815e-11392a588d0c,4
72474291-7604-4ed6-815e-11392a588d0c,10
9097247b-360c-42e8-9c37-d0fee20a13cb,10
f27064f9-b4e4-415e-b820-3db7a3c5aba8,10
